M4B113_C16,COLD1,qSCT1,qCST10,qPSST6,Dro1,qDTY1.1,qDTY12.1,qDTY2.1,qDTY2.2,qDTY3.1,qDTY3.2,qDTY4.1,TT1,qHTSF4.1,qSIS1L,Saltol,qSOR1,qSub1,qAG3,Pita,qPi33,qXa26,qXa4,BPH17,BPH32,TSV1,STV11,fgr-1,Chalk5,Alk,GS3,NAS3,Hd1,DTH8,Ghd7,Hd2,RFT1,Hd3a,ehd1,GNP1,Gn1a,GFR1,HIS1,TGW6,NGR5,NAL1,SLG7
494,[--],[+p],[Het],?,[+p],?,[Het]/[Het],,?,[--],?,[--],[Het]-[-/--],,[--],?,[--],[--],[+p],[--],[--],[+p],?,[--],[--],[--],[Het],[--],[Het],[+p]-Alk-3b,[Het]-[+/Bold],[Het],[Het] IRRI154/[--],[+p],?,?,[+p],[--],[Het],[--] Het ind1/2,,[Het]-[indica +/ jap -],[+p],[--],[--] Hap.4/[--] Hap.5/[--] Hap.1,[Het],[--]-indica
522,[--],[+p],[--],[--],[+p],[--],[+p],,[--],[--],?,[--],[--],,[--],?,[--],[--],[+p],[Het],?,[+p],[+p],[--],[+p],[--],[+p],[+p],[+p],[+p]-Alk-3b,[+p],[--],[+p] IRRI154 deletion,[+p],[Het]-4/2,[+p]-1c,[+p],[--],[+p],[Het],,[+p]-indica,[+p],[--],[--] Hap.4/[--] Hap.5/[--] Hap.1,[--],[--]-indica
269,[--],[+p],[--],[--],[+p],[--],[+p],,[--],[--],[--]-Swarna,[--],[--],,[--],[--],[--],[--],[+p],[--],?,[+p],[+p],[--],[+p],[--],[+p],[+p],[+p],[+p]-Alk-3b,[+p],[--],[+p] IRRI154 deletion,[+p],[+p]-Ghd7-4,[+p]-1c,[+p],[--],[+p],[--]-ind1,,[+p]-indica,[+p],[--],[--] Hap.4/[--] Hap.5/[--] Hap.1,[--],[--]-indica
431,[--],[+p],[--],[--],[+p],[--],[+p],,[--],[--],[+p]-IR64 (intermediate),[--],[--],,[--],[+p]-Aus,[--],[--],[+p],[+p],?,[+p],[+p],[--],[+p],[--],[+p],[+p],[+p],[+p]-Alk-3b,[+p],[--],[+p] IRRI154 deletion,[+p],[--]-Ghd7-2,[+p]-1c,[+p],[--],[+p],[+p],,[+p]-indica,[+p],[--],[--] Hap.4/[--] Hap.5/[--] Hap.1,[--],[--]-indica
1132,[--],?,[--],?,[+p],?,[--],,[--],[--],[--]-Swarna,[--],[--],,[Het],?,[--],[--],[+p],[+p],[Het],[+p],[Het],[--],[--],[Het],[+p],[--],[Het],[+p]-Alk-3b,[+p],[--],[+p] IRRI154 deletion,[--]-IR24,[--]-Ghd7-2,[+p]-1c,[+p],[--],[+p],[--] Het ind1/2,,[+p]-indica,[+p],[--],?,[Het],[Het]-ind/jap
1196,[--],[+p],[--],[--],[+p],[--],[+p],,[--],[--],[--]-Swarna,[--],[--],,[--],[--],[--],[--],[+p],[--],[--],[+p],[--],[--],[--],[--],[--],[+p],[+p],[+p]-Alk-3b,[--]-Medium,[--],[+p] IRRI154 deletion,[+p],[+p]-Ghd7-4,[+p]-1c,[+p],[--],[+p],[--]-ind1,,[+p]-indica,[+p],[--],[--] Hap.4/[--] Hap.5/[--] Hap.1,[--],[--]-indica
1036,[--],[+p],[--],[--],[+p],[--],[+p],,[--],[--],[--]-Swarna,[--],[--],,[--],[--],[--],[--],[+p],[--],[--],[+p],[--],[--],[--],[--],[+p],[+p],[+p],[+p]-Alk-3b,[--]-Medium,[--],[+p] IRRI154 deletion,[+p],[+p]-Ghd7-4,[+p]-1c,[+p],[--],[+p],[--]-ind1,,[+p]-indica,[+p],[--],[--] Hap.4/[--] Hap.5/[--] Hap.1,[--],[--]-indica
548,[--],[+p],[--],[--],[+p],[--],[+p],,[--],[--],[+p]-IR64 (intermediate),?,[--],,[--],[+p]-Aus,[--],[--],[+p],[+p],?,[+p],[+p],[--],[+p],[--],[+p],[+p],[+p],[+p]-Alk-3b,[+p],[--],[+p] IRRI154 deletion,[+p],[--]-Ghd7-2,[+p]-1c,[+p],[--],[+p],[+p],,[+p]-indica,[+p],[--],[--] Hap.4/[--] Hap.5/[--] Hap.1,[--],[--]-indica
341,[--],[+p],[--],[--],[+p],[--],[Het]/[Het],,?,[--],[+p]-IR64 (intermediate),?,[--],,[--],[+p]-Aus,[--],[--],[+p],[+p],?,[+p],[+p],[Het],[+p],[Het],[+p],[Het],[+p],?,[+p],[--],[+p] IRRI154 deletion,[+p],[--]-Ghd7-2,[+p]-1c,[+p],[--],[+p],[Het],,[+p]-indica,[+p],[Het],[Het] - [- haplotypes],[--],[--]-indica
455,[--],[+p],[--],?,[+p],[--],[--],,?,[--],[+p]-IR64 (intermediate),[--],[--],,[--],[--],[--],[--],[+p],[Het],?,[+p],[+p],?,[+p],[--],[+p],[--],[+p],[+p]-Alk-3b,[+p],[--],[+p] IRRI154 deletion,[+p],[--]-Ghd7-2,?,[+p],[--],[+p],[--]-ind1,,?,[Het],[Het],[--] Hap.3,[--],[--]-indica
169,[--],[+p],[--],[--],[+p],[--],[+p],,[--],[--],[+p]-IR64 (intermediate),[--],[--],,[--],[+p]-Aus,[--],[--],[+p],[+p],?,[+p],[+p],[--],[+p],[--],[+p],[+p],[+p],[+p]-Alk-3b,[+p],[--],[+p] IRRI154 deletion,[+p],[--]-Ghd7-2,[+p]-1c,[+p],[--],[+p],[+p],,[+p]-indica,[+p],[--],[--] Hap.4/[--] Hap.5/[--] Hap.1,[--],[--]-indica
259,[--],[+p],[--],[--],[+p],[--],[+p],,[--],[--],[--]-Swarna,[--],[--],,[--],[--],[--],[--],[+p],[--],?,[+p],[+p],[--],[+p],[--],[+p],[+p],[+p],[+p]-Alk-3b,[+p],[--],[+p] IRRI154 deletion,[+p],[+p]-Ghd7-4,[+p]-1c,[+p],[--],[+p],[--]-ind1,,[+p]-indica,[+p],[--],[--] Hap.4/[--] Hap.5/[--] Hap.1,[--],[--]-indica
566,[--],[+p],[--],[--],[+p],[--],[+p],,[--],[--],[+p]-IR64 (intermediate),[--],[--],,[--],[+p]-Aus,[--],[--],[+p],[+p],?,[+p],[+p],[--],[+p],[--],[+p],[+p],[+p],[+p]-Alk-3b,[+p],[--],[+p] IRRI154 deletion,[+p],[--]-Ghd7-2,[+p]-1c,[+p],[--],[+p],[+p],,[+p]-indica,[+p],[--],[--] Hap.4/[--] Hap.5/[--] Hap.1,[--],[--]-indica
394,[--],[+p],[--],[--],[+p],?,[+p],,?,[--],[--]-Swarna,[--],[--],,[--],[--],[--],[--],[+p],[--],?,[+p],[+p],[--],[--],[--],[+p],[+p],[--],[+p]-Alk-3b,[+p],[--],[+p] IRRI154 deletion,[--]-IR24,[--]-Ghd7-2,[+p]-1c,[--],[+p],[+p],[--]-ind1,,[+p]-indica,[+p],[--],?,[--],[+p]-PB1
361,[--],[+p],[--],[--],[+p],[--],[Het]/[Het],,?,[--],?,[--],[--],,[--],[--],[--],[--],[+p],[Het],?,[+p],[+p],[--],[+p],[--],[+p],[+p],[+p],?,[+p],[--],[+p] IRRI154 deletion,[+p],[Het]-4/2,?,[+p],[--],[+p],?,,[+p]-indica,[+p],[--],[Het] - [- haplotypes],[--],[--]-indica
273,[--],[+p],[--],[--],[+p],[--],[+p],,[--],[--],[--]-Swarna,[--],[--],,[--],[--],[--],[--],[+p],[--],?,[+p],[+p],[--],[+p],[--],[+p],[+p],[+p],[+p]-Alk-3b,[+p],[--],[+p] IRRI154 deletion,[+p],[+p]-Ghd7-4,[+p]-1c,[+p],[--],[+p],[--]-ind1,,[+p]-indica,[+p],[--],[--] Hap.4/[--] Hap.5/[--] Hap.1,[--],[--]-indica
831,[--],[+p],[--],[--],[+p],[--],[+p],,[--],[--],[--]-Swarna,[--],[--],,[--],[--],[--],[--],[+p],[+p],[--],[+p],?,[--],[--],[--],[+p],[--],[+p],[+p]-Alk-3b,[+p],[--],[+p] IRRI154 deletion,[--]-IR24,[+p]-Ghd7-4,[+p]-1c,[+p],[--],[+p],[--]-ind1,,[+p]-indica,[+p],[--],[--] Hap.4/[--] Hap.5/[--] Hap.1,[+p],[--]-indica
480,[--],[+p],[--],[--],[+p],[--],[+p],,[--],[--],[+p]-IR64 (intermediate),[--],[--],,[--],[+p]-Aus,[--],[--],[+p],[+p],?,[+p],[+p],[--],[+p],[--],[+p],[+p],[+p],[+p]-Alk-3b,[+p],[--],[+p] IRRI154 deletion,[+p],[--]-Ghd7-2,[+p]-1c,[+p],[--],[+p],[+p],,[+p]-indica,[+p],[--],[--] Hap.4/[--] Hap.5/[--] Hap.1,[--],[--]-indica
546,[--],[+p],[--],[--],[+p],[--],[+p],,[--],[--],?,[--],[--],,[--],?,[--],[--],[+p],[Het],?,[+p],[+p],[--],[+p],[--],[+p],[+p],[+p],[+p]-Alk-3b,[+p],[--],[+p] IRRI154 deletion,[+p],[Het]-4/2,[+p]-1c,[+p],[--],[+p],[Het],,[+p]-indica,[+p],[--],[--] Hap.4/[--] Hap.5/[--] Hap.1,[--],[--]-indica
1114,[--],[+p],[--],[--],[+p],[--],[+p],,?,[--],[--]-Swarna,[--],[--],,[--],?,[--],[--],[+p],[Het],?,[+p],?,[--],[Het],[--],[Het],?,[+p],[+p]-Alk-3b,?,[--],[+p] IRRI154 deletion,[+p],[+p]-Ghd7-4,[+p]-1c,[+p],[--],[+p],[--]-ind1,,[+p]-indica,[+p],[--],[--] Hap.4/[--] Hap.5/[--] Hap.1,[--],[--]-indica
253,[--],[+p],[--],[--],[+p],[--],[Het]/[Het],,?,?,[+p]-IR64 (intermediate),[--],[--],,[--],?,[--],[--],[+p],[+p],?,[+p],[+p],?,[+p],[--],[+p],[Het],[+p],[+p]-Alk-3b,[+p],[--],[+p] Het  IRRI154/N22,[Het],[--]-Ghd7-2,?,[+p],[--],[+p],[Het],,[Het]-[indica +/-],[+p],[--],[Het] - [- haplotypes],[--],[--]-indica
359,[--],[+p],[--],[--],[+p],[--],[--],,?,[--],[+p]-IR64 (intermediate),?,[--],,[--],[+p]-Aus,[--],[--],[+p],[+p],?,[+p],[+p],[+p],[+p],[Het],[+p],[--],[+p],[--],[+p],[--],[+p] Het  IRRI154/N22,[+p],[--]-Ghd7-2,[+p]-1c,[+p],[--],[+p],[--]-ind1,,[+p]-indica,[+p],[+p],[--] Hap.3,[--],[--]-indica
272,[--],[+p],[--],[--],[+p],[--],[+p],,?,[--],[+p]-IR64 (intermediate),[--],[--],,[--],[+p]-Aus,[--],[--],[+p],[+p],?,[+p],[+p],[--],[+p],[--],[+p],?,[+p],[+p]-Alk-3b,[+p],[--],[+p] IRRI154 deletion,[+p],[--]-Ghd7-2,[+p]-1c,[+p],[--],[+p],[+p],,[+p]-indica,[+p],[--],[--] Hap.4/[--] Hap.5/[--] Hap.1,[--],[--]-indica
122,[--],[+p],[--],[--],[+p],[--],[--],,[--],[--],[--]-Swarna,[--],[--],,[--],[--],[--],[--],[+p],[Het],?,[--],?,[+p],[+p],[--],[+p],[--],[+p],[+p]-Alk-3b,[+p],[--],[+p] IRRI154 deletion,[+p],[--]-Ghd7-2,[+p]-1c,[+p],[--],[+p],[--]-ind1,,[+p]-indica,[--],[--],[--] Hap.3,[--],[--]-indica
810,[--],?,[--],?,[+p],[--],[+p],,?,[--],[--]-Swarna,[--],[--],,[--],[--],[--],[--],[+p],[--],[--],[+p],?,[--],[--],[--],[--],[+p],[+p],[+p]-Alk-3b,?,[--],[+p] IRRI154 deletion,[+p],?,?,[+p],[--],[+p],[--] Het ind1/2,,[+p]-indica,[+p],[--],[--] Hap.4/[--] Hap.5/[--] Hap.1,[--],[--]-indica
381,[--],[+p],[--],[--],[+p],[--],[Het]/[Het],,[--],[--],[--]-Swarna,?,[--],,[--],?,[--],[--],[+p],[+p],[Het],[+p],?,[--],[--],[--],[+p],[--],[+p],[+p]-Alk-3b,[+p],[--],[+p] IRRI154 deletion,[+p],[--]-Ghd7-2,[+p]-1c,[+p],[--],[+p],[Het],,[+p]-indica,[+p],[--],[+p] Hap.2,[--],[--]-indica
947,[--],[+p],[--],[--],[+p],[--],[+p],,?,[--],[+p]-IR64 (intermediate),[--],[--],,[--],[+p]-Aro,[--],[+p],[+p],[Het],[Het],[+p],[+p],[+p],[Het],[--],[+p],[--],[+p],[--],[--]-Medium,[--],[+p] Het  IRRI154/N22,[--]-IR24,[--]-Ghd7-2,[+p]-1c,[+p],[--],[+p],[+p],,[Het]-[indica +/-],[+p],[--],[--] Hap.3,[--],[--]-indica
1048,[--],[--],[--],[--],[+p],?,[--],,?,[--],[--]-Swarna,?,[--],,?,?,[--],[--],[+p],[+p],[--],[+p],[--],[--],?,[--],[+p],[--],[--],[--],[--]-Medium,[--],?,[+p],?,[+p]-1c,[--] Culture340,[+p] Culture340,[+p],[--]-ind1,,[+p]-indica,[--],[--],[+p] Hap.2,[--],[--]-indica
578,[--],[+p],[--],?,[+p],[--],[--],,?,?,[+p]-IR64 (intermediate),[--],[--],,[--],[--],[--],[--],[+p],[Het],[Het],[+p],[+p],?,[+p],[--],[+p],[--],[+p],?,[+p],[--],[+p] Het  IRRI154/N22,[Het],[--]-Ghd7-2,?,[+p],[--],[+p],[--]-ind1,,[Het]-[indica +/-],[Het],[Het],[--] Hap.3,[--],[--]-indica
996,[--],[+p],[--],[--],[+p],[--],[Het]/[Het],,?,[--],[--]-Swarna,[--],[--],,[--],[--],[--],[--],[+p],[--],[--],[+p],?,[--],[--],[--],[Het],[+p],[Het],[+p]-Alk-3b,[--]-Medium,[--],[+p] IRRI154 deletion,[+p],[Het]-4/2,[+p]-1c,[+p],[--],[+p],[--]-ind1,,[+p]-indica,[+p],[Het],?,[--],[--]-indica
941,[--],[+p],[--],[--],[+p],[--],[+p],,[--],[--],[--]-Swarna,[--],[--],,[--],[--],[--],[--],[+p],[--],?,[+p],[+p],[--],[+p],[--],[+p],[+p],[+p],[+p]-Alk-3b,[+p],[--],[+p] IRRI154 deletion,[+p],[+p]-Ghd7-4,[+p]-1c,[+p],[--],[+p],[--]-ind1,,[+p]-indica,[+p],[--],[--] Hap.4/[--] Hap.5/[--] Hap.1,[--],[--]-indica
471,[--],[+p],[--],[--],[+p],[--],[+p],,?,[--],[+p]-IR64 (intermediate),?,[--],,[--],[+p]-Aro,[--],[+p],[+p],?,[+p],[+p],[+p],[+p],[--],[--],[+p],[--],[+p],[--],[--]-Medium,[--],[+p] N22 deletion,[--]-IR24,[--]-Ghd7-2,[+p]-1c,[+p],[--],[+p],[+p],,[+p]-indica,[+p],[--],[--] Hap.3,[--],[--]-indica
998,[--],[--],[--],[--],[+p],?,[--],,[--],[--],[--]-Swarna,?,[--],,?,[--],[--],[--],[+p],[+p],[--],[+p],[--],[--],?,[--],[+p],[--],[--],[--],[--]-Medium,[--],?,[+p],[--]-Ghd7-2,[+p]-1c,[--] Culture340,[+p] Culture340,[+p],[--]-ind1,,[+p]-indica,[--],[--],[+p] Hap.2,[--],[--]-indica
535,[--],[+p],[--],[--],[+p],[--],[Het]/[Het],,?,[--],[+p]-IR64 (intermediate),?,[--],,[--],?,[--],[--],[+p],[Het],[--],[+p],[+p],[Het],[+p],[--],[+p],[Het],[+p],?,[+p],[--],[+p] IRRI154 deletion,[+p],[--]-Ghd7-2,[+p]-1c,[+p],[--],[+p],[--]-ind1,,[+p]-indica,[+p],[--],[--] Hap.3,[--],[+p]-PB1
201,[--],[+p],[--],[--],[+p],[--],[+p],,?,[+p],[+p]-IR64 (intermediate),[--],[--],,[--],[+p]-Aro,[--],[--],[+p],[--],[--],[+p],?,[+p],[+p],[--],[+p],[--],[+p],[+p]-Alk-3b,[--]-Medium,[--],[+p] N22 deletion,[--]-IR24,[--]-Ghd7-2,[--]-IR/[+p]-1b,[--],[+p],[+p],[--]-ind1,,[+p]-indica,[+p],[--],[--] Hap.3,[--],[--]-indica
426,[--],[+p],[--],[--],[+p],[--],[+p],,[--],[--],[--]-Swarna,[--],[--],,[--],[--],[--],[--],[+p],[Het],?,[+p],[+p],[--],[+p],[--],[+p],[+p],[+p],[+p]-Alk-3b,[+p],[--],[+p] IRRI154 deletion,[+p],?,[+p]-1c,[+p],[--],[+p],[--]-ind1,,[+p]-indica,[+p],[--],[--] Hap.4/[--] Hap.5/[--] Hap.1,[--],[--]-indica
1077,[--],[+p],[--],[--],[+p],[--],[+p],,[--],[--],[--]-Swarna,[--],[--],,[--],?,[--],[--],[+p],[--],[--],[+p],?,[--],[--],[--],[+p],[Het],[Het],[+p]-Alk-3b,?,[Het],[+p] IRRI154 deletion,[+p],[Het]-4/2,[+p]-1c,[+p],[--],[+p],[--]-ind1,,[+p]-indica,[Het],[--],[--] Hap.4/[--] Hap.5/[--] Hap.1,[Het],[--]-indica
725,[--],?,[--],[--],[+p],?,[Het]/[Het],,[--],[--],?,[--],[--],,[Het],?,[--],[--],[+p],[--],[Het],[+p],[Het],[--],[--],[--],[+p],[--],[Het],[+p]-Alk-3b,[+p],[Het],[Het] IRRI154/[--],[--]-IR24,[Het]-4/2,[+p]-1c,[Het] ind2/[--],[Het] [+ type 1/--],[+p],[--] Het ind1/2,,[+p]-indica,[--],[Het],?,[--],[--]-indica
158,[--],[+p],[--],[--],[+p],?,[Het]/[Het],,?,[--],?,?,[--],,[--],[--],[--],[--],[+p],[Het],?,[+p],[+p],?,[+p],[--],[Het],[Het],[Het],?,[+p],[--],[+p] Het  IRRI154/N22,[Het],[Het]-4/2,[+p]-1c,[+p],[--],[+p],[--]-ind1,,[Het]-[indica +/-],[+p],[--],?,[--],[--]-indica
30,[--],[+p],[--],[--],[+p],[--],[+p],,[--],[--],[--]-Swarna,[--],[--],,[--],[--],[--],[--],[+p],[--],?,[+p],?,[--],[+p],[--],[+p],[+p],[+p],[+p]-Alk-3b,[+p],[--],[+p] IRRI154 deletion,[+p],?,[+p]-1c,[+p],[--],[+p],[--]-ind1,,[+p]-indica,[+p],[--],[--] Hap.4/[--] Hap.5/[--] Hap.1,[--],[--]-indica
1059,[--],[+p],[--],[--],[+p],?,[Het]/[Het],,[--],[--],[--]-Swarna,[--],[--],,?,[+p]-Aro,[--],[--],[+p],[--],[Het],[+p],?,[--],[--],[--],[+p],[--],[Het],?,?,[--],[Het] IRRI154/[--],[Het],[--]-Ghd7-2,[+p]-1c,[Het] ind2/[--],[Het] [+ type 1/--],[+p],[--] Het ind1/2,,[+p]-indica,[+p],[+p],?,[--],[--]-indica
179,[--],[+p],[--],[--],[+p],[--],[--],,?,[--],[+p]-IR64 (intermediate),?,[--],,[--],[+p]-Aus,[--],[--],[+p],[+p],?,[+p],[+p],[+p],[+p],[+p]-TKM6/[+p]-AdaySel,[+p],[--],[+p],[--],[+p],[--],[+p] IRRI154 deletion,[+p],[--]-Ghd7-2,[+p]-1c,[+p],[--],[+p],[--]-ind1,,[+p]-indica,[+p],[+p],[--] Hap.3,[--],[--]-indica
656,[--],[+p],[Het],?,[+p],?,[Het]/[Het],,?,[--],?,[--],[Het]-[-/--],,[--],[+p]-Aro,[--],[--],[+p],[Het],?,[+p],?,[--],[--],[--],[+p],[--],[Het],[+p]-Alk-3b,[+p],[Het],?,[+p],?,?,[+p],[--],[Het],[--] Het ind1/2,,[Het]-[indica +/ jap -],[+p],[--],[--] Hap.4/[--] Hap.5/[--] Hap.1,[Het],[--]-indica
867,[--],[+p],[--],[--],[+p],[--],[+p],,[--],[--],[--]-Swarna,[--],[--],,[--],[+p]-Aro,[--],[--],[+p],[--],?,[+p],?,[--],[--],[--],[+p],[--],[+p],[+p]-Alk-3b,[+p],[+p],[+p] N22 deletion,[+p],[+p]-Ghd7-4,[+p]-1c,[+p],[--],[+p],[--]-ind1,,[+p]-indica,[+p],[--],[+p] Hap.2,[--],[--]-indica
1162,[--],[+p],[--],[--],[+p],[--],[+p],,[--],[--],[--]-Swarna,[--],[--],,[--],[--],[--],[--],[+p],[--],?,[+p],?,[--],[--],[--],[+p],[--],[+p],[+p]-Alk-3b,[+p],[--],[+p] N22 deletion,[+p],[--]-Ghd7-2,[+p]-1c,[+p],[--],[+p],[--]-ind1,,[+p]-indica,[+p],[--],[--] Hap.4/[--] Hap.5/[--] Hap.1,[--],[--]-indica
1093,[--],[+p],[--],[--],[+p],?,[+p],,[--],[--],[--]-Swarna,?,[--],,?,[--],[--],[--],[+p],[--],[--],[+p],?,[--],[--],[--],[--],[--],[--],[+p]-Alk-3b,[--]-Medium,[--],[+p] IRRI154 deletion,[+p],[+p]-Ghd7-4,[+p]-1c,[+p],[--],[+p],[--]-ind1,,[+p]-indica,[--],[--],?,[--],[--]-indica
1144,[--],[+p],[--],[--],[+p],[--],[+p],,[--],[--],[--]-Swarna,[--],[--],,[--],[--],[--],[--],[+p],[--],[--],[+p],[--],[--],[--],[--],[--],[+p],[+p],[+p]-Alk-3b,[--]-Medium,[--],[+p] IRRI154 deletion,[+p],[+p]-Ghd7-4,[+p]-1c,[+p],[--],[+p],[--]-ind1,,[+p]-indica,[+p],[--],[--] Hap.4/[--] Hap.5/[--] Hap.1,[--],[--]-indica
795,[--],[+p],[--],[--],[+p],[--],[+p],,[--],[--],[--]-Swarna,[--],[--],,[--],[--],[--],[--],[--],[--],[--],[+p],[+p],[--],[--],[--],[+p],[--],[+p],[+p]-Alk-3b,[--]-Medium,[--],[+p] IRRI154 deletion,[+p],[--]-Ghd7-2,[+p]-1c,[+p],[--],[+p],[--] Het ind1/2,,[+p]-indica,[+p],[--],[--] Hap.3,[--],[--]-indica
1070,[--],[+p],[--],[--],[+p],[--],[+p],,[--],[--],[--]-Swarna,[--],[--],,[--],[--],[--],[--],[+p],[--],?,[+p],?,[--],[--],[--],[+p],[--],[+p],[+p]-Alk-3b,[+p],[--],[+p] N22 deletion,[+p],[--]-Ghd7-2,[+p]-1c,[+p],[--],[+p],[--]-ind1,,[+p]-indica,[+p],[--],[--] Hap.4/[--] Hap.5/[--] Hap.1,[--],[--]-indica
898,[--],[+p],[--],[--],[+p],[--],[+p],,[--],[--],[--]-Swarna,[--],[--],,[--],[+p]-Aro,[--],[--],[+p],[+p],?,[+p],?,[--],[--],[--],[+p],[--],[+p],[+p]-Alk-3b,[+p],[--],[+p] IRRI154 deletion,[+p],[+p]-Ghd7-4,[+p]-1c,[+p],[--],[+p],[--]-ind1,,[+p]-indica,[+p],[--],[--] Hap.4/[--] Hap.5/[--] Hap.1,[--],[--]-indica
1153,[--],[+p],[--],[--],[+p],[--],[+p],,[--],[--],[--]-Swarna,[--],[--],,[--],[--],[--],[--],[+p],[--],[--],[+p],[--],[--],[--],[--],[+p],[+p],[+p],[+p]-Alk-3b,[--]-Medium,[--],[+p] IRRI154 deletion,[+p],[+p]-Ghd7-4,[+p]-1c,[+p],[--],[+p],[--]-ind1,,[+p]-indica,[+p],[--],[--] Hap.4/[--] Hap.5/[--] Hap.1,[--],[--]-indica
402,[--],?,[--],[--],[+p],[--],[+p],,?,[--],[--]-Swarna,[--],[--],,?,[--],[--],[+p],[+p],[--],?,[+p],?,[--],[--],[--],[+p],[--],[+p],[+p]-Alk-3b,[+p],[+p],[+p] IRRI154 deletion,[+p],[+p]-Ghd7-4,[+p]-1c,[--],[--],[+p],[--]-ind1,,[+p]-indica,[Het],[--],[--] Hap.3,[--],[--]-indica
885,?,?,[+p],?,[+p],?,[--],,?,[--],Nipponbare,[--],[--],,[--],[--],[--],[--],[+p],[--],[--],[+p],?,?,[--],[--],[--],[--],[--],[+p]-Alk-4,[--]-Bold,[+p],[--] Photoperiod sensitive,[+p],[--]-Ghd7-2,[]-Moro,[+p],[+p],[+p],[--]-ind2,,[--]-jap,[+p],[--],[--] Hap.4/[--] Hap.5/[--] Hap.1,[--],[--]-indica
3,[--],[+p],[--],[--],[+p],[--],[+p],,[--],[--],[--]-Swarna,[--],[--],,[--],[--],[--],[--],[+p],[--],?,[+p],[+p],[--],[+p],[--],[+p],[+p],[+p],[+p]-Alk-3b,[+p],[--],[+p] IRRI154 deletion,[+p],[+p]-Ghd7-4,[+p]-1c,[+p],[--],[+p],[--]-ind1,,[+p]-indica,[+p],[--],[--] Hap.4/[--] Hap.5/[--] Hap.1,[--],[--]-indica
1187,[--],?,[--],?,[+p],?,[--],,[--],[--],[--]-Swarna,[--],[--],,[Het],?,[--],[--],[+p],[+p],[Het],[+p],[Het],[--],[--],[Het],[+p],[--],[Het],[+p]-Alk-3b,[+p],[--],[+p] IRRI154 deletion,[--]-IR24,[--]-Ghd7-2,[+p]-1c,[+p],[--],[+p],[--] Het ind1/2,,[+p]-indica,[+p],[--],?,[Het],[Het]-ind/jap
1067,[--],[+p],[--],[--],[+p],[--],[+p],,[--],[--],[+p]-IR64 (intermediate),[--],[--],,[--],[+p]-Aus,[--],[--],[+p],[+p],?,[+p],[+p],[--],[+p],[--],[+p],[+p],[+p],[+p]-Alk-3b,[+p],[--],[+p] IRRI154 deletion,[+p],[--]-Ghd7-2,[+p]-1c,[+p],[--],[+p],[+p],,[+p]-indica,[+p],[--],[--] Hap.4/[--] Hap.5/[--] Hap.1,[--],[--]-indica
567,[--],[+p],[--],[--],[+p],[--],[+p],,[--],[--],[--]-Swarna,[--],[--],,[--],[--],[--],[--],[+p],[--],[--],[+p],?,[--],[--],[--],[+p],[--],[--],[+p]-Alk-3b,[--]-Medium,[+p],[+p] IRRI154 deletion,[+p],[+p]-Ghd7-4,[+p]-1c,[+p],[--],[+p],[--]-ind1,,[+p]-indica,[--],[--],[--] Hap.4/[--] Hap.5/[--] Hap.1,[--],[--]-indica
789,[--],[+p],[--],[--],[+p],?,[+p],,[--],[--],[--]-Swarna,?,[--],,?,[--],[--],[--],[+p],[--],[--],[+p],?,[--],[--],[--],[Het],[--],[--],[+p]-Alk-3b,[--]-Medium,[--],[+p] IRRI154 deletion,[+p],[+p]-Ghd7-4,[+p]-1c,[+p],[--],[+p],[--]-ind1,,[+p]-indica,[--],[--],[+p] Hap.2,[--],[--]-indica
1143,?,?,?,[--],?,?,[+p],,?,?,?,?,?,,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,,?,?,?,?,?,?
1134,[--],[+p],[--],[--],[+p],[--],[+p],,[--],[--],[--]-Swarna,[--],[--],,[--],[--],[--],[--],[--],[--],[--],[+p],[+p],[--],[--],[--],[+p],[--],[+p],[+p]-Alk-3b,[--]-Medium,[--],[+p] IRRI154 deletion,[+p],[--]-Ghd7-2,[+p]-1c,[+p],[--],[+p],[--]-ind1,,[+p]-indica,[+p],[--],[--] Hap.3,[--],[--]-indica
671,[--],[+p],[--],[--],[+p],[--],[+p],,?,[--],[--]-Swarna,[--],[--],,[--],[+p]-Aro,[--],[--],[+p],[--],[--],[+p],?,[+p],[Het],[--],[--],[--],[+p],?,[--]-Medium,[--],[+p] IRRI154 deletion,[Het],[--]-Ghd7-2,[--]-IR/[+p]-1b,[+p],[--],[+p],[--]-ind1,,[+p]-indica,[+p],[--],[--] Hap.4/[--] Hap.5/[--] Hap.1,[--],[--]-indica
813,[--],[+p],[--],[--],[+p],[--],[+p],,[--],[--],[--]-Swarna,[--],[--],,[--],[--],[--],[--],[+p],[--],[+p],[+p],[+p],[--],[+p],[--],[+p],[+p],[+p],[+p]-Alk-3b,[+p],[--],[+p] IRRI154 deletion,[--]-IR24,[+p]-Ghd7-4,[+p]-1c,[+p],[--],[+p],[--]-ind1,,[+p]-indica,[+p],[--],[--] Hap.4/[--] Hap.5/[--] Hap.1,[--],[--]-indica
